id,property_id,image_url,image_type,is_primary,upload_date,file_size,resolution
23,2,https://example.com/properties/2/image_9.jpg,Amenities,False,2025-08-23,3139830,3840x2160
24,2,https://example.com/properties/2/image_10.jpg,Balcony,False,2025-08-23,4939960,2560x1440
25,2,https://example.com/properties/2/image_11.jpg,Living Room,False,2025-08-23,3762181,1920x1080
26,2,https://example.com/properties/2/image_12.jpg,Bedroom,False,2025-08-23,3427707,2560x1440
27,2,https://example.com/properties/2/image_13.jpg,Exterior,False,2025-08-23,571104,2560x1440
28,2,https://example.com/properties/2/image_14.jpg,Exterior,False,2025-08-23,3618529,3840x2160
29,3,https://example.com/properties/3/image_1.jpg,Amenities,True,2025-08-23,4345265,1920x1080
30,3,https://example.com/properties/3/image_2.jpg,Kitchen,False,2025-08-23,4939969,3840x2160
31,3,https://example.com/properties/3/image_3.jpg,Bathroom,False,2025-08-23,1500339,1920x1080
32,3,https://example.com/properties/3/image_4.jpg,Kitchen,False,2025-08-23,4295948,3840x2160
33,3,https://example.com/properties/3/image_5.jpg,Bathroom,False,2025-08-23,1786865,2560x1440
34,4,https://example.com/properties/4/image_1.jpg,Living Room,True,2025-08-23,3570691,3840x2160
35,4,https://example.com/properties/4/image_2.jpg,Bedroom,False,2025-08-23,3329851,1920x1080
36,4,https://example.com/properties/4/image_3.jpg,Exterior,False,2025-08-23,1109185,3840x2160
37,4,https://example.com/properties/4/image_4.jpg,Balcony,False,2025-08-23,3266440,1920x1080
38,4,https://example.com/properties/4/image_5.jpg,Interior,False,2025-08-23,2977672,1920x1080
39,4,https://example.com/properties/4/image_6.jpg,Living Room,False,2025-08-23,3713602,3840x2160
40,4,https://example.com/properties/4/image_7.jpg,Exterior,False,2025-08-23,2060974,1920x1080
41,4,https://example.com/properties/4/image_8.jpg,Exterior,False,2025-08-23,2145499,2560x1440
42,4,https://example.com/properties/4/image_9.jpg,Balcony,False,2025-08-23,3360268,2560x1440
43,4,https://example.com/properties/4/image_10.jpg,Amenities,False,2025-08-23,4802033,2560x1440
44,4,https://example.com/properties/4/image_11.jpg,Bedroom,False,2025-08-23,3582478,2560x1440
45,5,https://example.com/properties/5/image_1.jpg,Bedroom,True,2025-08-23,3491888,2560x1440
46,5,https://example.com/properties/5/image_2.jpg,Bedroom,False,2025-08-23,3805390,3840x2160
47,5,https://example.com/properties/5/image_3.jpg,Exterior,False,2025-08-23,2482893,3840x2160
48,5,https://example.com/properties/5/image_4.jpg,Kitchen,False,2025-08-23,4967999,2560x1440
49,5,https://example.com/properties/5/image_5.jpg,Living Room,False,2025-08-23,3803499,2560x1440
50,5,https://example.com/properties/5/image_6.jpg,Living Room,False,2025-08-23,1819677,1920x1080
51,6,https://example.com/properties/6/image_1.jpg,Interior,True,2025-08-23,4520528,1920x1080
52,6,https://example.com/properties/6/image_2.jpg,Interior,False,2025-08-23,2660471,3840x2160
53,6,https://example.com/properties/6/image_3.jpg,Exterior,False,2025-08-23,3896473,2560x1440
54,6,https://example.com/properties/6/image_4.jpg,Interior,False,2025-08-23,3193275,3840x2160
55,6,https://example.com/properties/6/image_5.jpg,Amenities,False,2025-08-23,605685,2560x1440
56,6,https://example.com/properties/6/image_6.jpg,Bedroom,False,2025-08-23,3449263,2560x1440
57,6,https://example.com/properties/6/image_7.jpg,Bathroom,False,2025-08-23,3906790,3840x2160
58,6,https://example.com/properties/6/image_8.jpg,Interior,False,2025-08-23,852235,2560x1440
59,7,https://example.com/properties/7/image_1.jpg,Exterior,True,2025-08-23,2493824,3840x2160
60,7,https://example.com/properties/7/image_2.jpg,Kitchen,False,2025-08-23,1622148,1920x1080
61,7,https://example.com/properties/7/image_3.jpg,Amenities,False,2025-08-23,1096846,3840x2160
62,7,https://example.com/properties/7/image_4.jpg,Bedroom,False,2025-08-23,2953031,3840x2160
63,7,https://example.com/properties/7/image_5.jpg,Kitchen,False,2025-08-23,1634857,3840x2160
64,7,https://example.com/properties/7/image_6.jpg,Bathroom,False,2025-08-23,879857,3840x2160
65,7,https://example.com/properties/7/image_7.jpg,Amenities,False,2025-08-23,626276,2560x1440
66,7,https://example.com/properties/7/image_8.jpg,Amenities,False,2025-08-23,4823197,2560x1440
67,7,https://example.com/properties/7/image_9.jpg,Balcony,False,2025-08-23,1501261,2560x1440
68,7,https://example.com/properties/7/image_10.jpg,Amenities,False,2025-08-23,2542161,2560x1440
69,7,https://example.com/properties/7/image_11.jpg,Exterior,False,2025-08-23,2006457,1920x1080
70,7,https://example.com/properties/7/image_12.jpg,Kitchen,False,2025-08-23,4815856,1920x1080
71,8,https://example.com/properties/8/image_1.jpg,Bathroom,True,2025-08-23,1540293,2560x1440
72,8,https://example.com/properties/8/image_2.jpg,Balcony,False,2025-08-23,2793578,1920x1080
73,8,https://example.com/properties/8/image_3.jpg,Bedroom,False,2025-08-23,4804459,2560x1440
74,8,https://example.com/properties/8/image_4.jpg,Living Room,False,2025-08-23,3513989,2560x1440
75,8,https://example.com/properties/8/image_5.jpg,Bedroom,False,2025-08-23,4667294,3840x2160
76,8,https://example.com/properties/8/image_6.jpg,Interior,False,2025-08-23,1073100,3840x2160
77,8,https://example.com/properties/8/image_7.jpg,Kitchen,False,2025-08-23,2725670,2560x1440
78,9,https://example.com/properties/9/image_1.jpg,Bedroom,True,2025-08-23,2260846,2560x1440
79,9,https://example.com/properties/9/image_2.jpg,Living Room,False,2025-08-23,3347534,2560x1440
80,9,https://example.com/properties/9/image_3.jpg,Exterior,False,2025-08-23,1676145,2560x1440
81,9,https://example.com/properties/9/image_4.jpg,Amenities,False,2025-08-23,549432,1920x1080
82,9,https://example.com/properties/9/image_5.jpg,Bathroom,False,2025-08-23,2563727,1920x1080
83,9,https://example.com/properties/9/image_6.jpg,Kitchen,False,2025-08-23,4821677,2560x1440
84,9,https://example.com/properties/9/image_7.jpg,Bedroom,False,2025-08-23,1592379,1920x1080
85,10,https://example.com/properties/10/image_1.jpg,Balcony,True,2025-08-23,3727592,1920x1080
86,10,https://example.com/properties/10/image_2.jpg,Living Room,False,2025-08-23,4853126,3840x2160
87,10,https://example.com/properties/10/image_3.jpg,Exterior,False,2025-08-23,4120269,2560x1440
88,10,https://example.com/properties/10/image_4.jpg,Balcony,False,2025-08-23,3749746,2560x1440
89,10,https://example.com/properties/10/image_5.jpg,Interior,False,2025-08-23,4224549,3840x2160
90,10,https://example.com/properties/10/image_6.jpg,Kitchen,False,2025-08-23,2272327,3840x2160
91,11,https://example.com/properties/11/image_1.jpg,Interior,True,2025-08-23,549062,2560x1440
92,11,https://example.com/properties/11/image_2.jpg,Exterior,False,2025-08-23,1417332,1920x1080
93,11,https://example.com/properties/11/image_3.jpg,Bathroom,False,2025-08-23,4695460,1920x1080
94,11,https://example.com/properties/11/image_4.jpg,Exterior,False,2025-08-23,2756189,2560x1440
95,11,https://example.com/properties/11/image_5.jpg,Exterior,False,2025-08-23,4955952,2560x1440
96,11,https://example.com/properties/11/image_6.jpg,Kitchen,False,2025-08-23,1936225,1920x1080
97,11,https://example.com/properties/11/image_7.jpg,Living Room,False,2025-08-23,2267015,3840x2160
98,11,https://example.com/properties/11/image_8.jpg,Balcony,False,2025-08-23,1459113,2560x1440
99,11,https://example.com/properties/11/image_9.jpg,Kitchen,False,2025-08-23,1634133,2560x1440
100,11,https://example.com/properties/11/image_10.jpg,Kitchen,False,2025-08-23,1737322,1920x1080
101,11,https://example.com/properties/11/image_11.jpg,Amenities,False,2025-08-23,2345770,1920x1080
102,11,https://example.com/properties/11/image_12.jpg,Interior,False,2025-08-23,4250094,3840x2160
103,11,https://example.com/properties/11/image_13.jpg,Interior,False,2025-08-23,1761417,3840x2160
104,11,https://example.com/properties/11/image_14.jpg,Amenities,False,2025-08-23,2679925,3840x2160
105,11,https://example.com/properties/11/image_15.jpg,Exterior,False,2025-08-23,2980950,1920x1080
106,12,https://example.com/properties/12/image_1.jpg,Kitchen,True,2025-08-23,3199792,1920x1080
107,12,https://example.com/properties/12/image_2.jpg,Living Room,False,2025-08-23,3367896,2560x1440
108,12,https://example.com/properties/12/image_3.jpg,Bathroom,False,2025-08-23,881713,2560x1440
109,12,https://example.com/properties/12/image_4.jpg,Exterior,False,2025-08-23,1029393,1920x1080
110,12,https://example.com/properties/12/image_5.jpg,Exterior,False,2025-08-23,1529610,1920x1080
111,12,https://example.com/properties/12/image_6.jpg,Bathroom,False,2025-08-23,1970495,3840x2160
112,12,https://example.com/properties/12/image_7.jpg,Interior,False,2025-08-23,4928474,3840x2160
113,12,https://example.com/properties/12/image_8.jpg,Bedroom,False,2025-08-23,2271116,1920x1080
114,12,https://example.com/properties/12/image_9.jpg,Balcony,False,2025-08-23,2141633,3840x2160
115,13,https://example.com/properties/13/image_1.jpg,Balcony,True,2025-08-23,1540344,3840x2160
116,13,https://example.com/properties/13/image_2.jpg,Amenities,False,2025-08-23,3005556,3840x2160
117,13,https://example.com/properties/13/image_3.jpg,Living Room,False,2025-08-23,2976312,3840x2160
118,13,https://example.com/properties/13/image_4.jpg,Kitchen,False,2025-08-23,1992255,1920x1080
119,13,https://example.com/properties/13/image_5.jpg,Interior,False,2025-08-23,2947347,2560x1440
120,13,https://example.com/properties/13/image_6.jpg,Kitchen,False,2025-08-23,3613476,3840x2160
121,13,https://example.com/properties/13/image_7.jpg,Bathroom,False,2025-08-23,1084778,1920x1080
122,13,https://example.com/properties/13/image_8.jpg,Bathroom,False,2025-08-23,4298794,2560x1440
123,13,https://example.com/properties/13/image_9.jpg,Amenities,False,2025-08-23,4230646,1920x1080
124,13,https://example.com/properties/13/image_10.jpg,Amenities,False,2025-08-23,4029905,1920x1080
125,13,https://example.com/properties/13/image_11.jpg,Kitchen,False,2025-08-23,3399443,1920x1080
126,13,https://example.com/properties/13/image_12.jpg,Exterior,False,2025-08-23,3047596,3840x2160
127,13,https://example.com/properties/13/image_13.jpg,Living Room,False,2025-08-23,2759199,2560x1440
128,13,https://example.com/properties/13/image_14.jpg,Bedroom,False,2025-08-23,3896580,2560x1440
129,14,https://example.com/properties/14/image_1.jpg,Balcony,True,2025-08-23,2519470,1920x1080
130,14,https://example.com/properties/14/image_2.jpg,Interior,False,2025-08-23,4981470,2560x1440
131,14,https://example.com/properties/14/image_3.jpg,Exterior,False,2025-08-23,1935083,2560x1440
132,14,https://example.com/properties/14/image_4.jpg,Bathroom,False,2025-08-23,2556390,1920x1080
133,14,https://example.com/properties/14/image_5.jpg,Kitchen,False,2025-08-23,1770750,1920x1080
134,14,https://example.com/properties/14/image_6.jpg,Balcony,False,2025-08-23,4062969,3840x2160
135,14,https://example.com/properties/14/image_7.jpg,Living Room,False,2025-08-23,2261146,3840x2160
136,14,https://example.com/properties/14/image_8.jpg,Bathroom,False,2025-08-23,1309067,3840x2160
137,14,https://example.com/properties/14/image_9.jpg,Bathroom,False,2025-08-23,1390113,1920x1080
138,14,https://example.com/properties/14/image_10.jpg,Exterior,False,2025-08-23,3027548,1920x1080
139,14,https://example.com/properties/14/image_11.jpg,Bedroom,False,2025-08-23,2028244,1920x1080
140,15,https://example.com/properties/15/image_1.jpg,Interior,True,2025-08-23,1501111,3840x2160
141,15,https://example.com/properties/15/image_2.jpg,Amenities,False,2025-08-23,4003874,3840x2160
142,15,https://example.com/properties/15/image_3.jpg,Amenities,False,2025-08-23,4136794,1920x1080
143,15,https://example.com/properties/15/image_4.jpg,Bedroom,False,2025-08-23,1569765,2560x1440
144,15,https://example.com/properties/15/image_5.jpg,Balcony,False,2025-08-23,3160555,1920x1080
145,15,https://example.com/properties/15/image_6.jpg,Living Room,False,2025-08-23,3077015,2560x1440
146,15,https://example.com/properties/15/image_7.jpg,Balcony,False,2025-08-23,1091529,3840x2160
147,15,https://example.com/properties/15/image_8.jpg,Kitchen,False,2025-08-23,4006490,1920x1080
148,15,https://example.com/properties/15/image_9.jpg,Bathroom,False,2025-08-23,2819709,3840x2160
149,15,https://example.com/properties/15/image_10.jpg,Amenities,False,2025-08-23,953053,3840x2160
150,15,https://example.com/properties/15/image_11.jpg,Kitchen,False,2025-08-23,4732740,3840x2160
151,15,https://example.com/properties/15/image_12.jpg,Bedroom,False,2025-08-23,1028598,2560x1440
152,15,https://example.com/properties/15/image_13.jpg,Bedroom,False,2025-08-23,2085859,3840x2160
153,15,https://example.com/properties/15/image_14.jpg,Amenities,False,2025-08-23,818462,2560x1440
154,15,https://example.com/properties/15/image_15.jpg,Balcony,False,2025-08-23,1570053,2560x1440
155,16,https://example.com/properties/16/image_1.jpg,Amenities,True,2025-08-23,4677854,2560x1440
156,16,https://example.com/properties/16/image_2.jpg,Kitchen,False,2025-08-23,1967828,2560x1440
157,16,https://example.com/properties/16/image_3.jpg,Exterior,False,2025-08-23,4476007,2560x1440
158,16,https://example.com/properties/16/image_4.jpg,Kitchen,False,2025-08-23,3490158,3840x2160
159,16,https://example.com/properties/16/image_5.jpg,Bedroom,False,2025-08-23,4479634,2560x1440
160,16,https://example.com/properties/16/image_6.jpg,Amenities,False,2025-08-23,3211846,2560x1440
161,16,https://example.com/properties/16/image_7.jpg,Amenities,False,2025-08-23,4652076,2560x1440
162,16,https://example.com/properties/16/image_8.jpg,Balcony,False,2025-08-23,1628955,3840x2160
163,16,https://example.com/properties/16/image_9.jpg,Interior,False,2025-08-23,2947873,2560x1440
164,16,https://example.com/properties/16/image_10.jpg,Living Room,False,2025-08-23,3557375,3840x2160
165,16,https://example.com/properties/16/image_11.jpg,Bedroom,False,2025-08-23,2728164,3840x2160
166,16,https://example.com/properties/16/image_12.jpg,Bedroom,False,2025-08-23,2870902,3840x2160
167,16,https://example.com/properties/16/image_13.jpg,Bedroom,False,2025-08-23,1166076,3840x2160
168,17,https://example.com/properties/17/image_1.jpg,Bathroom,True,2025-08-23,1302100,1920x1080
169,17,https://example.com/properties/17/image_2.jpg,Interior,False,2025-08-23,3783498,3840x2160
170,17,https://example.com/properties/17/image_3.jpg,Balcony,False,2025-08-23,4038385,1920x1080
171,17,https://example.com/properties/17/image_4.jpg,Bedroom,False,2025-08-23,1858589,3840x2160
172,17,https://example.com/properties/17/image_5.jpg,Bedroom,False,2025-08-23,1813349,2560x1440
173,17,https://example.com/properties/17/image_6.jpg,Amenities,False,2025-08-23,958747,3840x2160
174,17,https://example.com/properties/17/image_7.jpg,Bathroom,False,2025-08-23,1816580,1920x1080
175,17,https://example.com/properties/17/image_8.jpg,Interior,False,2025-08-23,798218,1920x1080
176,18,https://example.com/properties/18/image_1.jpg,Bedroom,True,2025-08-23,1899343,1920x1080
177,18,https://example.com/properties/18/image_2.jpg,Amenities,False,2025-08-23,1127075,3840x2160
178,18,https://example.com/properties/18/image_3.jpg,Interior,False,2025-08-23,2939239,3840x2160
179,18,https://example.com/properties/18/image_4.jpg,Living Room,False,2025-08-23,4626918,2560x1440
180,18,https://example.com/properties/18/image_5.jpg,Bedroom,False,2025-08-23,2758946,3840x2160
181,18,https://example.com/properties/18/image_6.jpg,Living Room,False,2025-08-23,1192633,3840x2160
182,18,https://example.com/properties/18/image_7.jpg,Living Room,False,2025-08-23,4283386,3840x2160
183,19,https://example.com/properties/19/image_1.jpg,Balcony,True,2025-08-23,1210457,3840x2160
184,19,https://example.com/properties/19/image_2.jpg,Living Room,False,2025-08-23,2920282,2560x1440
185,19,https://example.com/properties/19/image_3.jpg,Kitchen,False,2025-08-23,1595390,1920x1080
186,19,https://example.com/properties/19/image_4.jpg,Kitchen,False,2025-08-23,4755590,2560x1440
187,19,https://example.com/properties/19/image_5.jpg,Interior,False,2025-08-23,598339,2560x1440
188,19,https://example.com/properties/19/image_6.jpg,Bathroom,False,2025-08-23,1050255,1920x1080
189,19,https://example.com/properties/19/image_7.jpg,Amenities,False,2025-08-23,1154629,2560x1440
190,19,https://example.com/properties/19/image_8.jpg,Kitchen,False,2025-08-23,1968036,2560x1440
191,19,https://example.com/properties/19/image_9.jpg,Exterior,False,2025-08-23,4973016,2560x1440
192,19,https://example.com/properties/19/image_10.jpg,Kitchen,False,2025-08-23,1663743,3840x2160
193,19,https://example.com/properties/19/image_11.jpg,Amenities,False,2025-08-23,846836,3840x2160
194,19,https://example.com/properties/19/image_12.jpg,Interior,False,2025-08-23,2948989,1920x1080
195,20,https://example.com/properties/20/image_1.jpg,Bathroom,True,2025-08-23,1578432,2560x1440
196,20,https://example.com/properties/20/image_2.jpg,Bathroom,False,2025-08-23,2457984,3840x2160
197,20,https://example.com/properties/20/image_3.jpg,Living Room,False,2025-08-23,2031426,1920x1080
198,20,https://example.com/properties/20/image_4.jpg,Amenities,False,2025-08-23,4969830,2560x1440
199,20,https://example.com/properties/20/image_5.jpg,Bathroom,False,2025-08-23,1305303,2560x1440
200,20,https://example.com/properties/20/image_6.jpg,Amenities,False,2025-08-23,2874574,3840x2160
201,21,https://example.com/properties/21/image_1.jpg,Interior,True,2025-08-23,4181174,3840x2160
202,21,https://example.com/properties/21/image_2.jpg,Bathroom,False,2025-08-23,1711730,2560x1440
203,21,https://example.com/properties/21/image_3.jpg,Bedroom,False,2025-08-23,563716,2560x1440
204,21,https://example.com/properties/21/image_4.jpg,Kitchen,False,2025-08-23,4500275,3840x2160
205,21,https://example.com/properties/21/image_5.jpg,Bedroom,False,2025-08-23,4508194,3840x2160
206,21,https://example.com/properties/21/image_6.jpg,Kitchen,False,2025-08-23,784829,1920x1080
207,21,https://example.com/properties/21/image_7.jpg,Bedroom,False,2025-08-23,2451846,3840x2160
208,21,https://example.com/properties/21/image_8.jpg,Exterior,False,2025-08-23,2456931,1920x1080
209,21,https://example.com/properties/21/image_9.jpg,Bedroom,False,2025-08-23,2856573,1920x1080
210,21,https://example.com/properties/21/image_10.jpg,Kitchen,False,2025-08-23,4585602,3840x2160
211,21,https://example.com/properties/21/image_11.jpg,Bathroom,False,2025-08-23,4610052,1920x1080
212,21,https://example.com/properties/21/image_12.jpg,Bedroom,False,2025-08-23,2061634,1920x1080
213,21,https://example.com/properties/21/image_13.jpg,Interior,False,2025-08-23,3288434,1920x1080
214,21,https://example.com/properties/21/image_14.jpg,Bathroom,False,2025-08-23,1432609,1920x1080
215,21,https://example.com/properties/21/image_15.jpg,Exterior,False,2025-08-23,1002491,1920x1080
216,22,https://example.com/properties/22/image_1.jpg,Bathroom,True,2025-08-23,2828648,2560x1440
217,22,https://example.com/properties/22/image_2.jpg,Exterior,False,2025-08-23,4049083,2560x1440
218,22,https://example.com/properties/22/image_3.jpg,Balcony,False,2025-08-23,3945037,3840x2160
219,22,https://example.com/properties/22/image_4.jpg,Kitchen,False,2025-08-23,1946003,3840x2160
220,22,https://example.com/properties/22/image_5.jpg,Bathroom,False,2025-08-23,3779658,3840x2160
221,22,https://example.com/properties/22/image_6.jpg,Kitchen,False,2025-08-23,3700064,3840x2160
222,22,https://example.com/properties/22/image_7.jpg,Living Room,False,2025-08-23,4763545,3840x2160
223,23,https://example.com/properties/23/image_1.jpg,Bedroom,True,2025-08-23,1507351,3840x2160
224,23,https://example.com/properties/23/image_2.jpg,Living Room,False,2025-08-23,2627241,2560x1440
225,23,https://example.com/properties/23/image_3.jpg,Amenities,False,2025-08-23,3909412,2560x1440
226,23,https://example.com/properties/23/image_4.jpg,Amenities,False,2025-08-23,885958,2560x1440
227,23,https://example.com/properties/23/image_5.jpg,Living Room,False,2025-08-23,2127177,2560x1440
228,23,https://example.com/properties/23/image_6.jpg,Living Room,False,2025-08-23,1732465,3840x2160
229,23,https://example.com/properties/23/image_7.jpg,Bedroom,False,2025-08-23,3237583,3840x2160
230,23,https://example.com/properties/23/image_8.jpg,Living Room,False,2025-08-23,862470,2560x1440
231,23,https://example.com/properties/23/image_9.jpg,Bedroom,False,2025-08-23,3785725,2560x1440
232,23,https://example.com/properties/23/image_10.jpg,Exterior,False,2025-08-23,4713990,2560x1440
233,23,https://example.com/properties/23/image_11.jpg,Kitchen,False,2025-08-23,1066478,2560x1440
234,23,https://example.com/properties/23/image_12.jpg,Bathroom,False,2025-08-23,1437305,3840x2160
235,23,https://example.com/properties/23/image_13.jpg,Amenities,False,2025-08-23,4264690,1920x1080
236,23,https://example.com/properties/23/image_14.jpg,Bedroom,False,2025-08-23,3204174,3840x2160
237,24,https://example.com/properties/24/image_1.jpg,Bathroom,True,2025-08-23,3731592,3840x2160
238,24,https://example.com/properties/24/image_2.jpg,Interior,False,2025-08-23,4796670,1920x1080
239,24,https://example.com/properties/24/image_3.jpg,Exterior,False,2025-08-23,4084371,1920x1080
240,24,https://example.com/properties/24/image_4.jpg,Kitchen,False,2025-08-23,962233,3840x2160
241,24,https://example.com/properties/24/image_5.jpg,Balcony,False,2025-08-23,4760571,1920x1080
242,24,https://example.com/properties/24/image_6.jpg,Amenities,False,2025-08-23,4674380,1920x1080
243,24,https://example.com/properties/24/image_7.jpg,Living Room,False,2025-08-23,4601930,2560x1440
244,24,https://example.com/properties/24/image_8.jpg,Interior,False,2025-08-23,1824382,3840x2160
245,24,https://example.com/properties/24/image_9.jpg,Bathroom,False,2025-08-23,4074914,2560x1440
246,25,https://example.com/properties/25/image_1.jpg,Bedroom,True,2025-08-23,2805514,2560x1440
247,25,https://example.com/properties/25/image_2.jpg,Balcony,False,2025-08-23,2437704,2560x1440
248,25,https://example.com/properties/25/image_3.jpg,Bathroom,False,2025-08-23,2057824,2560x1440
249,25,https://example.com/properties/25/image_4.jpg,Amenities,False,2025-08-23,2418896,1920x1080
250,25,https://example.com/properties/25/image_5.jpg,Exterior,False,2025-08-23,530981,1920x1080
251,25,https://example.com/properties/25/image_6.jpg,Exterior,False,2025-08-23,3683113,3840x2160
252,25,https://example.com/properties/25/image_7.jpg,Exterior,False,2025-08-23,1797838,1920x1080
253,25,https://example.com/properties/25/image_8.jpg,Exterior,False,2025-08-23,2252026,2560x1440
254,26,https://example.com/properties/26/image_1.jpg,Bathroom,True,2025-08-23,2768966,2560x1440
255,26,https://example.com/properties/26/image_2.jpg,Living Room,False,2025-08-23,4173139,3840x2160
256,26,https://example.com/properties/26/image_3.jpg,Interior,False,2025-08-23,2312007,2560x1440
257,26,https://example.com/properties/26/image_4.jpg,Living Room,False,2025-08-23,752144,2560x1440
258,26,https://example.com/properties/26/image_5.jpg,Living Room,False,2025-08-23,2611557,3840x2160
259,26,https://example.com/properties/26/image_6.jpg,Kitchen,False,2025-08-23,2857118,1920x1080
260,26,https://example.com/properties/26/image_7.jpg,Exterior,False,2025-08-23,4246608,2560x1440
261,26,https://example.com/properties/26/image_8.jpg,Bedroom,False,2025-08-23,2116065,2560x1440
262,26,https://example.com/properties/26/image_9.jpg,Interior,False,2025-08-23,3918301,3840x2160
263,26,https://example.com/properties/26/image_10.jpg,Kitchen,False,2025-08-23,2234213,3840x2160
264,27,https://example.com/properties/27/image_1.jpg,Balcony,True,2025-08-23,3799091,1920x1080
265,27,https://example.com/properties/27/image_2.jpg,Exterior,False,2025-08-23,1704967,2560x1440
266,27,https://example.com/properties/27/image_3.jpg,Exterior,False,2025-08-23,1410114,1920x1080
267,27,https://example.com/properties/27/image_4.jpg,Exterior,False,2025-08-23,2627803,2560x1440
268,27,https://example.com/properties/27/image_5.jpg,Exterior,False,2025-08-23,1365819,3840x2160
269,28,https://example.com/properties/28/image_1.jpg,Exterior,True,2025-08-23,1437338,3840x2160
270,28,https://example.com/properties/28/image_2.jpg,Living Room,False,2025-08-23,4041176,1920x1080
271,28,https://example.com/properties/28/image_3.jpg,Interior,False,2025-08-23,898343,1920x1080
272,28,https://example.com/properties/28/image_4.jpg,Amenities,False,2025-08-23,703385,2560x1440
273,28,https://example.com/properties/28/image_5.jpg,Balcony,False,2025-08-23,563369,3840x2160
274,28,https://example.com/properties/28/image_6.jpg,Balcony,False,2025-08-23,4541050,3840x2160
275,28,https://example.com/properties/28/image_7.jpg,Bathroom,False,2025-08-23,826617,3840x2160
276,28,https://example.com/properties/28/image_8.jpg,Amenities,False,2025-08-23,1642703,1920x1080
277,28,https://example.com/properties/28/image_9.jpg,Interior,False,2025-08-23,751804,2560x1440
278,28,https://example.com/properties/28/image_10.jpg,Bathroom,False,2025-08-23,1158374,1920x1080
279,28,https://example.com/properties/28/image_11.jpg,Interior,False,2025-08-23,782388,2560x1440
280,28,https://example.com/properties/28/image_12.jpg,Kitchen,False,2025-08-23,1969054,1920x1080
281,28,https://example.com/properties/28/image_13.jpg,Living Room,False,2025-08-23,1574034,3840x2160
282,29,https://example.com/properties/29/image_1.jpg,Living Room,True,2025-08-23,4737782,3840x2160
283,29,https://example.com/properties/29/image_2.jpg,Kitchen,False,2025-08-23,3788051,1920x1080
284,29,https://example.com/properties/29/image_3.jpg,Amenities,False,2025-08-23,1716254,1920x1080
285,29,https://example.com/properties/29/image_4.jpg,Kitchen,False,2025-08-23,2954854,2560x1440
286,29,https://example.com/properties/29/image_5.jpg,Living Room,False,2025-08-23,2058952,2560x1440
287,29,https://example.com/properties/29/image_6.jpg,Exterior,False,2025-08-23,3521014,1920x1080
288,29,https://example.com/properties/29/image_7.jpg,Exterior,False,2025-08-23,4396351,1920x1080
289,29,https://example.com/properties/29/image_8.jpg,Balcony,False,2025-08-23,2733093,3840x2160
290,29,https://example.com/properties/29/image_9.jpg,Bedroom,False,2025-08-23,2506500,3840x2160
291,29,https://example.com/properties/29/image_10.jpg,Amenities,False,2025-08-23,1956164,2560x1440
292,29,https://example.com/properties/29/image_11.jpg,Living Room,False,2025-08-23,1925366,2560x1440
293,29,https://example.com/properties/29/image_12.jpg,Living Room,False,2025-08-23,2730562,1920x1080
294,29,https://example.com/properties/29/image_13.jpg,Living Room,False,2025-08-23,3318206,3840x2160
295,29,https://example.com/properties/29/image_14.jpg,Bathroom,False,2025-08-23,3670824,2560x1440
